Style #,Order #,Customer,Roll #,Vendor Roll #,Rack,Qty (yds),Qty (lbs),Good Ea.,Bad Ea.,Received
2140396-BC/0,D51774,"CFAB - CREATIVE FABRIC SERVICE, LLC",005177406,5230,PALLET76,50,39,,,2/18/2022
2140396-BC/0,D51774,"CFAB - CREATIVE FABRIC SERVICE, LLC",005177407,5231,PALLET76,42.9,40.1,,,2/18/2022
2140396-BC/0,D51774,"CFAB - CREATIVE FABRIC SERVICE, LLC",005177408,5232,PALLET76,45,35.1,,,2/18/2022
2140396-BC/0,D51774,"CFAB - CREATIVE FABRIC SERVICE, LLC",105177409,5233,PALLET76,31,28,0,0,3/3/2022
2140396-BC/0,D51774,"CFAB - CREATIVE FABRIC SERVICE, LLC",005177410,5234,PALLET76,42.2,39,,,2/18/2022
2140396-BC/0,D51774,"CFAB - CREATIVE FABRIC SERVICE, LLC",005177411,5235,PALLET76,44.2,39.1,,,2/18/2022
2140396-BC/0,D51774,"CFAB - CREATIVE FABRIC SERVICE, LLC",005177412,5236,PALLET76,36.5,33,,,2/18/2022
2140396-BC/0,D51774,"CFAB - CREATIVE FABRIC SERVICE, LLC",005177413,5237,PALLET76,39.3,37,,,2/18/2022
2140396-BC/0,D51774,"CFAB - CREATIVE FABRIC SERVICE, LLC",005177414,5238,PALLET76,41.4,41,,,2/18/2022
2140396-BC/0,D51774,"CFAB - CREATIVE FABRIC SERVICE, LLC",005177415,5239,PALLET76,42.1,39,,,2/18/2022
2140396-BC/0,D51774,"CFAB - CREATIVE FABRIC SERVICE, LLC",005177416,5240,PALLET76,43.6,40,,,2/18/2022
2140396-BC/0,D51774,"CFAB - CREATIVE FABRIC SERVICE, LLC",005177417,5241,PALLET76,47.1,43.1,,,2/18/2022
2140396-BC/0,D51774,"CFAB - CREATIVE FABRIC SERVICE, LLC",005177418,5242,PALLET76,39.6,38,,,2/18/2022
2140396-BC/0,D51774,"CFAB - CREATIVE FABRIC SERVICE, LLC",005177419,5243,PALLET76,37.5,34,,,2/18/2022
2140396-BC/0,D51774,"CFAB - CREATIVE FABRIC SERVICE, LLC",005177420,5244,PALLET76,43.2,40,,,2/18/2022
CT22121-1/0,D51806,"CFAB - CREATIVE FABRIC SERVICE, LLC",005180618,5180618,6111,72,56.2,,,6/27/2024
CT2933-1/0,D51838,CTIC - CREATIVE TICKING,005183812,5183812,2362A,6.7,16.1,20,,1/9/2023
MT101226-86/0,D51882,"CFAB - CREATIVE FABRIC SERVICE, LLC",005188201,5188201,SKID,51.9,80.1,,,6/27/2024
MT101226-86/0,D51882,"CFAB - CREATIVE FABRIC SERVICE, LLC",005188202,5188202,SKID,46,82.5,,,6/27/2024
MT101226-86/0,D51882,"CFAB - CREATIVE FABRIC SERVICE, LLC",005188203,5188203,SKID,41.9,71.3,,,6/27/2024
MT101226-86/0,D51882,"CFAB - CREATIVE FABRIC SERVICE, LLC",005188204,5188204,SKID,50,85.7,,,6/27/2024
MT101226-86/0,D51882,"CFAB - CREATIVE FABRIC SERVICE, LLC",005188205,5188205,SKID,35,61.7,,,6/27/2024
MT101226-86/0,D51882,"CFAB - CREATIVE FABRIC SERVICE, LLC",005188207,5188207,SKID,40,69.8,,,6/27/2024
MT101226-86/0,D51882,"CFAB - CREATIVE FABRIC SERVICE, LLC",005188208,5188208,SKID,44.8,78.7,,,6/27/2024
MT101226-86/0,D51882,"CFAB - CREATIVE FABRIC SERVICE, LLC",005188209,5188209,SKID,44.3,78.5,,,6/27/2024
MT101226-86/0,D51882,"CFAB - CREATIVE FABRIC SERVICE, LLC",005188210,5188210,SKID,46,83.5,,,6/27/2024
MT101226-86/0,D51882,"CFAB - CREATIVE FABRIC SERVICE, LLC",005188211,5188211,SKID,36,63.9,,,6/27/2024
MT101226-86/0,D51882,"CFAB - CREATIVE FABRIC SERVICE, LLC",005188212,5188212,SKID,36,66.7,,,6/27/2024
MT101226-86/0,D51882,"CFAB - CREATIVE FABRIC SERVICE, LLC",005188213,5188213,SKID,47,81.2,,,6/27/2024
MT101226-86/0,D51882,"CFAB - CREATIVE FABRIC SERVICE, LLC",005188214,5188214,SKID,49,80.6,,,6/27/2024
MT101226-86/0,D51882,"CFAB - CREATIVE FABRIC SERVICE, LLC",005188215,5188215,SKID,46.8,79,,,6/27/2024
MT101226-86/0,D51882,"CFAB - CREATIVE FABRIC SERVICE, LLC",005188216,5188216,SKID,47,80.7,,,6/27/2024
MT101226-86/0,D51882,"CFAB - CREATIVE FABRIC SERVICE, LLC",005188217,5188217,SKID,44,77.4,,,6/27/2024
MT101226-86/0,D51882,"CFAB - CREATIVE FABRIC SERVICE, LLC",005188218,5188218,SKID,41,76,,,6/27/2024
MT101226-86/0,D51882,"CFAB - CREATIVE FABRIC SERVICE, LLC",005188219,5188219,SKID,41.8,74.6,,,6/27/2024
MT101226-86/0,D51882,"CFAB - CREATIVE FABRIC SERVICE, LLC",005188220,5188220,SKID,46,82.9,,,6/27/2024
MT101226-86/0,D51882,"CFAB - CREATIVE FABRIC SERVICE, LLC",005188221,5188221,SKID,37,69.6,,,6/27/2024
MT101226-86/0,D51897,"CFAB - CREATIVE FABRIC SERVICE, LLC",005189701,5189701,P518,37,62,,,6/27/2024
MT101226-86/0,D51897,"CFAB - CREATIVE FABRIC SERVICE, LLC",005189702,5189702,P518,42.7,73.7,,,6/27/2024
MT101226-86/0,D51897,"CFAB - CREATIVE FABRIC SERVICE, LLC",005189703,5189703,P518,47.3,76.4,,,6/27/2024
MT101226-86/0,D51897,"CFAB - CREATIVE FABRIC SERVICE, LLC",005189704,5189704,P518,47.2,76.6,,,6/27/2024
MT101226-86/0,D51897,"CFAB - CREATIVE FABRIC SERVICE, LLC",005189705,5189705,P518,45.4,76.2,,,6/27/2024
MT101226-86/0,D51897,"CFAB - CREATIVE FABRIC SERVICE, LLC",005189706,5189706,P518,45.1,75.6,,,6/27/2024
MT101226-86/0,D51897,"CFAB - CREATIVE FABRIC SERVICE, LLC",005189707,5189707,P518,45,78.2,,,6/27/2024
MT101226-86/0,D51897,"CFAB - CREATIVE FABRIC SERVICE, LLC",005189708,5189708,P518,44.2,77.6,,,6/27/2024
MT101226-86/0,D51897,"CFAB - CREATIVE FABRIC SERVICE, LLC",005189709,5189709,P518,45,79.1,,,6/27/2024
MT101226-86/0,D51897,"CFAB - CREATIVE FABRIC SERVICE, LLC",005189710,5189710,P518,36,58.3,,,6/27/2024
MT101226-86/0,D51897,"CFAB - CREATIVE FABRIC SERVICE, LLC",005189711,5189711,P518,43.6,78.5,,,6/27/2024
MT101226-86/0,D51897,"CFAB - CREATIVE FABRIC SERVICE, LLC",005189712,5189712,P518,46.5,80.5,,,6/27/2024
MT101226-86/0,D51897,"CFAB - CREATIVE FABRIC SERVICE, LLC",005189713,5189713,P518,48.2,81.2,,,6/27/2024
MT101226-86/0,D51897,"CFAB - CREATIVE FABRIC SERVICE, LLC",005189714,5189714,P518,47.9,78,,,6/27/2024
MT101226-86/0,D51897,"CFAB - CREATIVE FABRIC SERVICE, LLC",005189715,5189715,P518,44,77.2,,,6/27/2024
MT101226-86/0,D51897,"CFAB - CREATIVE FABRIC SERVICE, LLC",005189716,5189716,P518,42,73.6,,,6/27/2024
MT101226-86/0,D51897,"CFAB - CREATIVE FABRIC SERVICE, LLC",005189717,5189717,P518,45,74.9,,,6/27/2024
MT101226-86/0,D51897,"CFAB - CREATIVE FABRIC SERVICE, LLC",005189718,5189718,P518,42,73.2,,,6/27/2024
MT101226-86/0,D51897,"CFAB - CREATIVE FABRIC SERVICE, LLC",005189719,5189719,P518,43,71.3,,,6/27/2024
MT101226-86/0,D51897,"CFAB - CREATIVE FABRIC SERVICE, LLC",005189720,5189720,P518,33,53.3,,,6/27/2024
MT101226-86/0,D52005,"CFAB - CREATIVE FABRIC SERVICE, LLC",005200501,5200501,P52005,48.5,71.9,,,6/27/2024
MT101226-86/0,D52005,"CFAB - CREATIVE FABRIC SERVICE, LLC",005200502,5200502,P52005,54.6,78.9,,,6/27/2024
MT101226-86/0,D52005,"CFAB - CREATIVE FABRIC SERVICE, LLC",005200503,5200503,P52005,53.6,66.1,,,6/27/2024
MT101226-86/0,D52005,"CFAB - CREATIVE FABRIC SERVICE, LLC",005200504,5200504,P52005,58.2,84,,,6/27/2024
MT101226-86/0,D52005,"CFAB - CREATIVE FABRIC SERVICE, LLC",005200505,5200505,P52005,56.5,83,,,6/27/2024
MT101226-86/0,D52005,"CFAB - CREATIVE FABRIC SERVICE, LLC",005200506,5200506,P52005,53,73.4,,,6/27/2024
MT101226-86/0,D52005,"CFAB - CREATIVE FABRIC SERVICE, LLC",005200507,5200507,P52005,48,74,,,6/27/2024
MT101226-86/0,D52005,"CFAB - CREATIVE FABRIC SERVICE, LLC",005200508,5200508,P52005,56,78.6,,,6/27/2024
MT101226-86/0,D52005,"CFAB - CREATIVE FABRIC SERVICE, LLC",005200509,5200509,P52005,51,70.3,,,6/27/2024
MT101226-86/0,D52005,"CFAB - CREATIVE FABRIC SERVICE, LLC",005200510,5200510,P52005,40,59.7,,,6/27/2024
MT101226-86/0,D52005,"CFAB - CREATIVE FABRIC SERVICE, LLC",005200511,5200511,P52005,46.5,72.7,,,6/27/2024
MT101226-86/0,D52005,"CFAB - CREATIVE FABRIC SERVICE, LLC",005200512,5200512,P52005,53,79.6,,,6/27/2024
MT101226-86/0,D52005,"CFAB - CREATIVE FABRIC SERVICE, LLC",005200513,5200513,P52005,54,81.7,,,6/27/2024
MT101226-86/0,D52005,"CFAB - CREATIVE FABRIC SERVICE, LLC",005200514,5200514,P52005,55.8,85.4,,,6/27/2024
MT101226-86/0,D52005,"CFAB - CREATIVE FABRIC SERVICE, LLC",005200515,5200515,P52005,54.8,84.7,,,6/27/2024
MT101226-86/0,D52005,"CFAB - CREATIVE FABRIC SERVICE, LLC",005200516,5200516,P52005,56.5,84,,,6/27/2024
MT101226-86/0,D52005,"CFAB - CREATIVE FABRIC SERVICE, LLC",005200517,5200517,P52005,51,80,,,6/27/2024
MT101226-86/0,D52005,"CFAB - CREATIVE FABRIC SERVICE, LLC",005200518,5200518,P52005,55,85.1,,,6/27/2024
MT101226-86/0,D52005,"CFAB - CREATIVE FABRIC SERVICE, LLC",005200519,5200519,P52005,52,82.3,,,6/27/2024
MT101226-86/0,D52005,"CFAB - CREATIVE FABRIC SERVICE, LLC",005200520,5200520,P52005,46,70,,,6/27/2024
MT101226-86/0,D52059,"CFAB - CREATIVE FABRIC SERVICE, LLC",005205901,5205901,P52059,45,72.3,,,6/27/2024
MT101226-86/0,D52059,"CFAB - CREATIVE FABRIC SERVICE, LLC",005205902,5205902,P52059,53.1,87.7,,,6/27/2024
MT101226-86/0,D52059,"CFAB - CREATIVE FABRIC SERVICE, LLC",005205903,5205903,P52059,54.6,87.7,,,6/27/2024
MT101226-86/0,D52059,"CFAB - CREATIVE FABRIC SERVICE, LLC",005205904,5205904,P52059,53.3,82.5,,,6/27/2024
MT101226-86/0,D52059,"CFAB - CREATIVE FABRIC SERVICE, LLC",005205905,5205905,P52059,52.5,87.5,,,6/27/2024
MT101226-86/0,D52059,"CFAB - CREATIVE FABRIC SERVICE, LLC",005205906,5205906,P52059,51.7,84,,,6/27/2024
MT101226-86/0,D52059,"CFAB - CREATIVE FABRIC SERVICE, LLC",005205907,5205907,P52059,52.9,85.9,,,6/27/2024
MT101226-86/0,D52059,"CFAB - CREATIVE FABRIC SERVICE, LLC",005205908,5205908,P52059,53,89,,,6/27/2024
MT101226-86/0,D52059,"CFAB - CREATIVE FABRIC SERVICE, LLC",005205909,5205909,P52059,48.8,80.8,,,6/27/2024
MT101226-86/0,D52059,"CFAB - CREATIVE FABRIC SERVICE, LLC",005205910,5205910,P52059,53,86.5,,,6/27/2024
MT101226-86/0,D52059,"CFAB - CREATIVE FABRIC SERVICE, LLC",005205911,5205911,P52059,42,69.8,,,6/27/2024
MT101226-86/0,D52059,"CFAB - CREATIVE FABRIC SERVICE, LLC",005205912,5205912,P52059,43.9,77.2,,,6/27/2024
MT101226-86/0,D52059,"CFAB - CREATIVE FABRIC SERVICE, LLC",005205913,5205913,P52059,49,87.8,,,6/27/2024
MT101226-86/0,D52059,"CFAB - CREATIVE FABRIC SERVICE, LLC",005205914,5205914,P52059,50,88.6,,,6/27/2024
MT101226-86/0,D52059,"CFAB - CREATIVE FABRIC SERVICE, LLC",005205915,5205915,P52059,49.8,86.7,,,6/27/2024
MT101226-86/0,D52059,"CFAB - CREATIVE FABRIC SERVICE, LLC",005205916,5205916,P52059,49.2,87,,,6/27/2024
MT101226-86/0,D52059,"CFAB - CREATIVE FABRIC SERVICE, LLC",005205917,5205917,P52059,50,86.3,,,6/27/2024
MT101226-86/0,D52059,"CFAB - CREATIVE FABRIC SERVICE, LLC",005205918,5205918,P52059,45.3,80.3,,,6/27/2024
MT101226-86/0,D52059,"CFAB - CREATIVE FABRIC SERVICE, LLC",005205919,5205919,P52059,47.9,86.4,,,6/27/2024
MT101226-86/0,D52059,"CFAB - CREATIVE FABRIC SERVICE, LLC",005205920,5205920,P52059,38,69.4,,,6/27/2024
MT101226-86/0,D52060,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206001,5206001,P52060,39,70.6,,,6/27/2024
MT101226-86/0,D52060,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206002,5206002,P52060,45.3,82.4,,,6/27/2024
MT101226-86/0,D52060,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206003,5206003,P52060,47.4,82.4,,,6/27/2024
MT101226-86/0,D52060,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206004,5206004,P52060,44.8,78.7,,,6/27/2024
MT101226-86/0,D52060,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206005,5206005,P52060,43,77.5,,,6/27/2024
MT101226-86/0,D52060,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206006,5206006,P52060,47.5,84.5,,,6/27/2024
MT101226-86/0,D52060,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206007,5206007,P52060,46.2,83.5,,,6/27/2024
MT101226-86/0,D52060,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206008,5206008,P52060,45,80.7,,,6/27/2024
MT101226-86/0,D52060,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206009,5206009,P52060,46,84.5,,,6/27/2024
MT101226-86/0,D52060,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206010,5206010,P52060,48,87.9,,,6/27/2024
MT101226-86/0,D52060,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206011,5206011,P52060,36,67.1,,,6/27/2024
MT101226-86/0,D52060,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206013,5206013,P52060,49,85.2,,,6/27/2024
MT101226-86/0,D52060,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206018,5206018,P52060,48.3,86.5,,,6/27/2024
MT101226-86/0,D52060,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206019,5206019,P52060,47.5,85.3,,,6/27/2024
MT101226-86/0,D52060,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206020,5206020,P52060,37,68.6,,,6/27/2024
2140396-BC/0,D52061,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206101,5016,T-P59,41.8,40.4,,,2/25/2022
2140396-BC/0,D52061,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206102,5018,T-P59,41.8,38.9,,,2/25/2022
2140396-BC/0,D52061,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206103,5019,T-P59,40.9,37.3,,,2/25/2022
2140396-BC/0,D52061,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206104,5020,T-P59,42.7,42.2,,,2/25/2022
2140396-BC/0,D52061,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206105,5021,T-P59,41.3,38.4,,,2/25/2022
2140396-BC/0,D52061,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206106,5022,T-P59,39.3,36.2,,,2/25/2022
2140396-BC/0,D52061,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206107,5023,T-P59,43.6,39.4,,,2/25/2022
2140396-BC/0,D52061,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206108,5024,T-P59,45.5,38.7,,,2/25/2022
2140396-BC/0,D52061,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206109,5025,T-P59,39.8,36.5,,,2/25/2022
2140396-BC/0,D52061,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206110,5026,T-P59,45.4,41,,,2/25/2022
2140396-BC/0,D52061,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206111,5027,T-P59,43,39.4,,,2/25/2022
2140396-BC/0,D52061,"CFAB - CREATIVE FABRIC SERVICE, LLC",105206112,5028,T-P59,19,18.5,0,0,3/10/2022
2140396-BC/0,D52061,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206113,5029,T-P59,43.7,40.5,,,2/25/2022
2140396-BC/0,D52061,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206114,5030,T-P59,45.8,40.7,,,2/25/2022
2140396-BC/0,D52061,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206115,5031,T-P59,41.3,37,,,2/25/2022
2140396-BC/0,D52061,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206116,5032,T-P59,44,39.1,,,2/25/2022
2140396-BC/0,D52061,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206117,5033,T-P59,43.8,39.9,,,2/25/2022
2140396-BC/0,D52061,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206118,5034,T-P59,41.3,37.3,,,2/25/2022
2140396-BC/0,D52061,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206119,5035,T-P59,43.1,40.2,,,2/25/2022
2140396-BC/0,D52061,"CFAB - CREATIVE FABRIC SERVICE, LLC",005206120,5036,T-P59,44.3,39.4,,,2/25/2022
CT22121-1/0,D52079,"CFAB - CREATIVE FABRIC SERVICE, LLC",005207902,5207902,6111,41.5,37.2,,,6/27/2024
CEE3258-1/0,D52081,CTIC - CREATIVE TICKING,005208101,5208101,402,17.9,55.2,8,1,2/4/2022
CEE3258-1/0,D52081,CTIC - CREATIVE TICKING,005208102,5208102,402,18,55.5,9,,2/4/2022
CEE3258-1/0,D52081,CTIC - CREATIVE TICKING,005208103,5208103,402,17.9,55.5,9,0,2/4/2022
CEE3258-1/0,D52081,CTIC - CREATIVE TICKING,005208104,5208104,402,17.2,52.9,7,1,2/4/2022
CEE3258-1/0,D52081,CTIC - CREATIVE TICKING,005208105,5208105,402,18.1,55.4,9,,2/4/2022
CEE3258-1/0,D52081,CTIC - CREATIVE TICKING,005208106,5208106,402,18.1,55.3,9,,2/4/2022
CEE3258-1/0,D52081,CTIC - CREATIVE TICKING,005208107,5208107,402,18.1,55.3,9,,2/4/2022
CEE3258-1/0,D52081,CTIC - CREATIVE TICKING,005208108,5208108,402,19.6,60.4,8,2,2/4/2022
CEE3258-1/0,D52081,CTIC - CREATIVE TICKING,005208109,5208109,402,18.1,55.5,8,1,2/4/2022
CEE3258-1/0,D52081,CTIC - CREATIVE TICKING,005208110,5208110,402,18.3,55.3,9,,2/4/2022
CEE3258-1/0,D52081,CTIC - CREATIVE TICKING,005208112,5208112,402,18.6,55.7,8,1,2/4/2022
CEE3258-1/0,D52081,CTIC - CREATIVE TICKING,005208113,5208113,402,18.7,55.2,9,,2/4/2022
CEE3258-1/0,D52081,CTIC - CREATIVE TICKING,005208114,5208114,402,18.5,55.2,9,,2/4/2022
CEE3258-1/0,D52081,CTIC - CREATIVE TICKING,005208115,5208115,402,16.2,49.1,8,,2/4/2022
MT101226-86/0,D52086,"CFAB - CREATIVE FABRIC SERVICE, LLC",005208602,5208602,P52086,25,42,,,6/27/2024
MT101226-86/0,D52086,"CFAB - CREATIVE FABRIC SERVICE, LLC",005208603,5208603,P52086,45.6,76,,,6/27/2024
MT101226-86/0,D52086,"CFAB - CREATIVE FABRIC SERVICE, LLC",005208604,5208604,P52086,46,75,,,6/27/2024
MT101226-86/0,D52086,"CFAB - CREATIVE FABRIC SERVICE, LLC",005208605,5208605,P52086,46.3,76.4,,,6/27/2024
MT101226-86/0,D52086,"CFAB - CREATIVE FABRIC SERVICE, LLC",005208606,5208606,P52086,47,76,,,6/27/2024
MT101226-86/0,D52086,"CFAB - CREATIVE FABRIC SERVICE, LLC",005208607,5208607,P52086,46.7,76.3,,,6/27/2024
MT101226-86/0,D52086,"CFAB - CREATIVE FABRIC SERVICE, LLC",005208608,5208608,P52086,46.5,77,,,6/27/2024
MT101226-86/0,D52086,"CFAB - CREATIVE FABRIC SERVICE, LLC",005208609,5208609,P52086,45.6,75.1,,,6/27/2024
MT101226-86/0,D52086,"CFAB - CREATIVE FABRIC SERVICE, LLC",005208610,5208610,P52086,46,75.2,,,6/27/2024
MT101226-86/0,D52086,"CFAB - CREATIVE FABRIC SERVICE, LLC",005208611,5208611,P52086,37,62.5,,,6/27/2024
MT101226-86/0,D52086,"CFAB - CREATIVE FABRIC SERVICE, LLC",005208612,5208612,P52086,39.3,71,,,6/27/2024
MT101226-86/0,D52086,"CFAB - CREATIVE FABRIC SERVICE, LLC",005208613,5208613,P52086,44.2,79.2,,,6/27/2024
MT101226-86/0,D52086,"CFAB - CREATIVE FABRIC SERVICE, LLC",005208614,5208614,P52086,37.9,70.4,,,6/27/2024
MT101226-86/0,D52086,"CFAB - CREATIVE FABRIC SERVICE, LLC",005208615,5208615,P52086,41.7,72.1,,,6/27/2024
MT101226-86/0,D52086,"CFAB - CREATIVE FABRIC SERVICE, LLC",005208616,5208616,P52086,46.7,82,,,6/27/2024
MT101226-86/0,D52086,"CFAB - CREATIVE FABRIC SERVICE, LLC",005208617,5208617,P52086,45.8,82.1,,,6/27/2024
MT101226-86/0,D52086,"CFAB - CREATIVE FABRIC SERVICE, LLC",005208618,5208618,P52086,45.9,80.2,,,6/27/2024
MT101226-86/0,D52086,"CFAB - CREATIVE FABRIC SERVICE, LLC",005208619,5208619,P52086,46,80,,,6/27/2024
MT101226-86/0,D52086,"CFAB - CREATIVE FABRIC SERVICE, LLC",005208620,5208620,P52086,42,69.2,,,6/27/2024
MT101226-86/0,D52086,"CFAB - CREATIVE FABRIC SERVICE, LLC",005208621,5208621,P52086,32.4,53.6,,,6/27/2024
MT101226-86/0,D52108,"CFAB - CREATIVE FABRIC SERVICE, LLC",005210801,5210801,P52108,39.6,71.9,,,6/27/2024
MT101226-86/0,D52108,"CFAB - CREATIVE FABRIC SERVICE, LLC",005210802,5210802,P52108,46.9,81.7,,,6/27/2024
MT101226-86/0,D52108,"CFAB - CREATIVE FABRIC SERVICE, LLC",005210803,5210803,P52108,48.2,81.5,,,6/27/2024
MT101226-86/0,D52108,"CFAB - CREATIVE FABRIC SERVICE, LLC",005210804,5210804,P52108,46.3,81.9,,,6/27/2024
MT101226-86/0,D52108,"CFAB - CREATIVE FABRIC SERVICE, LLC",005210805,5210805,P52108,46,80.5,,,6/27/2024
MT101226-86/0,D52108,"CFAB - CREATIVE FABRIC SERVICE, LLC",005210806,5210806,P52108,41,74.3,,,6/27/2024
MT101226-86/0,D52108,"CFAB - CREATIVE FABRIC SERVICE, LLC",005210807,5210807,P52108,47,84.2,,,6/27/2024
MT101226-86/0,D52108,"CFAB - CREATIVE FABRIC SERVICE, LLC",005210808,5210808,P52108,45,83.5,,,6/27/2024
MT101226-86/0,D52108,"CFAB - CREATIVE FABRIC SERVICE, LLC",005210809,5210809,P52108,44.6,82,,,6/27/2024
MT101226-86/0,D52108,"CFAB - CREATIVE FABRIC SERVICE, LLC",005210810,5210810,P52108,32.5,60.5,,,6/27/2024
MT101226-86/0,D52108,"CFAB - CREATIVE FABRIC SERVICE, LLC",005210811,5210811,P52108,28.1,50.6,,,6/27/2024
MT101226-86/0,D52108,"CFAB - CREATIVE FABRIC SERVICE, LLC",005210812,5210812,P52108,55,94.5,,,6/27/2024
MT101226-86/0,D52108,"CFAB - CREATIVE FABRIC SERVICE, LLC",005210813,5210813,P52108,45.3,82.2,,,6/27/2024
MT101226-86/0,D52108,"CFAB - CREATIVE FABRIC SERVICE, LLC",005210814,5210814,P52108,44,81.5,,,6/27/2024
MT101226-86/0,D52108,"CFAB - CREATIVE FABRIC SERVICE, LLC",005210815,5210815,P52108,45.6,81.4,,,6/27/2024
MT101226-86/0,D52108,"CFAB - CREATIVE FABRIC SERVICE, LLC",005210816,5210816,P52108,43,75.1,,,6/27/2024
MT101226-86/0,D52108,"CFAB - CREATIVE FABRIC SERVICE, LLC",005210817,5210817,P52108,42.5,76.8,,,6/27/2024
MT101226-86/0,D52108,"CFAB - CREATIVE FABRIC SERVICE, LLC",005210818,5210818,P52108,43.4,79.6,,,6/27/2024
MT101226-86/0,D52108,"CFAB - CREATIVE FABRIC SERVICE, LLC",005210819,5210819,P52108,46.5,79,,,6/27/2024
MT101226-86/0,D52108,"CFAB - CREATIVE FABRIC SERVICE, LLC",005210820,5210820,P52108,37,64,,,6/27/2024
CT22112-1/0,D52130,CTIC - CREATIVE TICKING,005213007,5213007,166B,4.1,11.9,20,0,3/13/2023
2140396-BC/0,D52143,"CFAB - CREATIVE FABRIC SERVICE, LLC",005214301,5037,PALLET46,44.8,40.2,,,2/25/2022
2140396-BC/0,D52143,"CFAB - CREATIVE FABRIC SERVICE, LLC",005214302,5038,PALLET46,43.7,39.7,,,2/25/2022
2140396-BC/0,D52143,"CFAB - CREATIVE FABRIC SERVICE, LLC",005214303,5039,PALLET46,41.5,37.8,,,2/25/2022
2140396-BC/0,D52143,"CFAB - CREATIVE FABRIC SERVICE, LLC",105214304,5040,PALLET46,32,31.4,0,0,3/15/2022
2140396-BC/0,D52143,"CFAB - CREATIVE FABRIC SERVICE, LLC",005214305,5041,PALLET46,43.8,40.8,,,2/25/2022
2140396-BC/0,D52143,"CFAB - CREATIVE FABRIC SERVICE, LLC",005214306,5042,PALLET46,39.2,36.4,,,2/25/2022
2140396-BC/0,D52143,"CFAB - CREATIVE FABRIC SERVICE, LLC",005214307,5043,PALLET46,45.7,41.3,,,2/25/2022
2140396-BC/0,D52143,"CFAB - CREATIVE FABRIC SERVICE, LLC",005214308,5044,PALLET46,33.5,29.8,,,2/25/2022
2140396-BC/0,D52143,"CFAB - CREATIVE FABRIC SERVICE, LLC",005214309,5045,PALLET46,42.4,37.4,,,2/25/2022
2140396-BC/0,D52143,"CFAB - CREATIVE FABRIC SERVICE, LLC",005214310,5046,PALLET46,45.1,38.8,,,2/25/2022
2140396-BC/0,D52143,"CFAB - CREATIVE FABRIC SERVICE, LLC",005214311,5047,PALLET46,45.2,40,,,2/25/2022
2140396-BC/0,D52143,"CFAB - CREATIVE FABRIC SERVICE, LLC",005214312,5048,PALLET46,42.7,38.1,,,2/25/2022
2140396-BC/0,D52143,"CFAB - CREATIVE FABRIC SERVICE, LLC",005214313,5049,PALLET46,44.5,39.7,,,2/25/2022
2140396-BC/0,D52143,"CFAB - CREATIVE FABRIC SERVICE, LLC",005214314,5050,PALLET46,45.6,39.4,,,2/25/2022
2140396-BC/0,D52143,"CFAB - CREATIVE FABRIC SERVICE, LLC",005214315,5051,PALLET46,42.2,37.4,,,2/25/2022
2140396-BC/0,D52143,"CFAB - CREATIVE FABRIC SERVICE, LLC",005214316,5052,PALLET46,44.9,39.9,,,2/25/2022
2140396-BC/0,D52143,"CFAB - CREATIVE FABRIC SERVICE, LLC",005214317,5053,PALLET46,41.8,38.2,,,2/25/2022
2140396-BC/0,D52143,"CFAB - CREATIVE FABRIC SERVICE, LLC",005214318,5054,PALLET46,29.1,26.9,,,2/25/2022
2140396-BC/0,D52143,"CFAB - CREATIVE FABRIC SERVICE, LLC",005214319,5055,PALLET46,37.5,33.9,,,2/25/2022
